Court Type,Gender,Race or Ethnicity,Name
U.S. Court of Appeals,Male,White,Austin Staley 
U.S. District Court,Male,White,Frederick StampJr.
U.S. District Court,Male,White,William Standish 
U.S. District Court,Male,White,Arthur StanleyJr.
U.S. District Court,Male,White,Edwin Stanley 
U.S. District Court,Male,White,Louis Stanton 
U.S. District Court,Male,White,Walter Stapleton 
U.S. District Court,Male,White,Leonard Stark 
U.S. District Court,Male,White,Brantley Starr
U.S. Court of Appeals,Male,White,Kenneth Starr 
U.S. District Court,Male,White,Raymond Starr 
U.S. District Court,Male,White,Keith Starrett 
U.S. District Court,Female,White,Josephine Staton 
U.S. District Court,Male,White,Richard Stearns 
U.S. District Court,Male,White,William Steckler 
U.S. District Court,Male,White,George SteehIII
U.S. District Court,Male,White,Edwin SteelJr.
U.S. District Court,Male,White,John Steele 
U.S. District Court,Male,White,William Steele 
U.S. District Court,Male,White,William Steger 
U.S. District Court,Male,White,Sidney Stein 
U.S. District Court,Male,White,Lawrence Stengel 
U.S. District Court,Male,White,Albert StephensJr.
U.S. District Court,Male,White,Albert StephensSr.
U.S. Court of Appeals,Male,White,Harold Stephens 
U.S. District Court,Male,White,William Stephens 
U.S. District Court,Male,White,Roy Stephenson 
U.S. District Court,Male,White,Ross Sterling 
U.S. District Court,Male,White,Herbert Stern 
U.S. Court of Appeals,Male,White,John Stevens 
U.S. District Court,Male,White,Joseph StevensJr.
U.S. District Court,Male,White,Brian Stewart 
U.S. Court of Appeals,Male,African American,Carl Stewart 
U.S. District Court,Male,White,Charles StewartJr.
U.S. Court of Appeals,Male,White,Potter Stewart 
U.S. District Court,Male,White,William Stewart 
U.S. District Court,Male,White,William StickmanIV
U.S. District Court,Male,White,William Stiehl 
U.S. District Court,Male,White,Gregory Stivers 
U.S. District Court,Male,White,Donald Stohr 
U.S. District Court,Male,White,John Stokes 
U.S. Court of Appeals,Female,Hispanic,Kara Stoll 
Supreme Court,Male,White,Harlan Stone 
U.S. Court of Appeals,Male,White,Kimbrough Stone 
U.S. District Court,Male,White,Patrick Stone 
Supreme Court,Male,White,Joseph Story 
U.S. District Court,Male,White,Richard Story 
U.S. District Court,Male,White,William Story 
U.S. District Court,Female,White,Alicemarie Stotler 
U.S. Court of Appeals,Female,White,Jane Stranch 
U.S. District Court,Male,White,Leonard Strand 
U.S. District Court,Male,White,Roger Strand 
U.S. Court of Appeals,Male,White,David Stras
U.S. Court of Appeals,Male,White,Chester Straub 
U.S. District Court,Male,White,Lyle Strom 
Supreme Court,Male,White,William Strong 
U.S. District Court,Male,White,Louie Strum 
U.S. District Court,Male,White,William Stuart 
U.S. District Court,Male,White,Glenn Suddaby 
U.S. District Court,Male,White,Sidney Sugarman 
U.S. District Court,Male,White,Richard Suhrheinrich 
U.S. District Court,Male,White,Lonny Suko 
U.S. District Court,Male,African American,Emmet Sullivan 
U.S. District Court,Male,White,George Sullivan 
U.S. District Court,Male,White,John Sullivan 
U.S. District Court,Male,White,Philip Sullivan 
U.S. District Court,Male,White,Richard Sullivan 
U.S. District Court,Male,White,Robert Summerhays
U.S. District Court,Male,White,R[ichard] Surrick 
Supreme Court,Male,White,George Sutherland 
U.S. District Court,Male,White,Dorwin Suttle 
U.S. Court of Appeals,Male,White,Jeffrey Sutton 
U.S. Court of Appeals,Male,White,Hardress Swaim 
U.S. District Court,Female,African American,Laura Swain 
U.S. District Court,Male,White,Henry Swan 
U.S. Court of Appeals,Male,White,Thomas Swan 
U.S. District Court,Male,White,Charles Swayne 
Supreme Court,Male,White,Noah Swayne 
U.S. District Court,Male,White,George Sweeney 
U.S. District Court,Male,White,James SweeneyII
U.S. District Court,Male,White,Robert Sweet 
U.S. District Court,Male,White,William Sweigert 
U.S. District Court,Male,White,Mac Swinford 
U.S. District Court,Male,White,Philip Swing 
U.S. District Court,Male,White,Carroll Switzer 
U.S. District Court,Male,White,Luther Swygert 
U.S. Court of Appeals,Female,White,Diane Sykes 
U.S. District Court,Male,White,John Symes 
U.S. Court of Appeals,Female,White,Deanell Tacha 
U.S. District Court,Female,Hispanic,Hilda Tagle 
U.S. District Court,Male,White,Charles Tait 
U.S. District Court,Male,Asian American,Robert Takasugi 
U.S. District Court,Male,White,Matthias Tallmadge 
U.S. Court of Appeals,Male,White,Richard Tallman 
U.S. District Court,Female,Asian American/White,Indira Talwani 
U.S. District Court,Male,White,Edward Tamm 
Supreme Court,Male,White,Roger Taney 
U.S. Court of Appeals,Male,Asian American,Thomas Tang 
U.S. District Court,Male,African American,Jack Tanner 
U.S. District Court,Male,White,Benjamin Tappan 
U.S. Court of Appeals,Male,White,Richard Taranto 
U.S. District Court,Male,White,Arthur Tarnow 
U.S. District Court,Male,Asian American,Atsushi Tashima 
U.S. Court of Appeals,Male,White,Albert TateJr.
U.S. Court of Appeals,Male,White,David Tatel 
U.S. District Court,Male,White,Joseph Tauro 
U.S. District Court,Male,White,Cyrus Tavares 
U.S. District Court,Male,White,Robert Tayler 
U.S. District Court,Female,African American,Anna Taylor 
U.S. District Court,Male,White,Fredrick Taylor 
U.S. District Court,Male,White,Gary Taylor 
U.S. District Court,Male,White,George Taylor 
U.S. District Court,Male,White,Robert Taylor 
U.S. District Court,Male,White,William TaylorJr.
U.S. District Court,Female,White,Holly Teeter
U.S. District Court,Male,White,Robert Tehan 
U.S. District Court,Male,White,James Teilborg 
U.S. District Court,Male,White,Hubert Teitelbaum 
U.S. District Court,Male,White,Michael Telesca 
U.S. District Court,Male,White,Henry Templar 
U.S. District Court,Male,White,Asa Tenney 
U.S. District Court,Male,White,Charles Tenney 
U.S. District Court,Male,White,Dickran TevrizianJr.
U.S. District Court,Male,White,Thomas Thacher 
U.S. Court of Appeals,Female,White,Stephanie Thacker 
U.S. District Court,Male,Asian American,Amul Thapar 
U.S. District Court,Male,White,John TharpJr.
U.S. District Court,Male,White,Amos Thayer 
U.S. District Court,Male,White,Frank Theis 
U.S. District Court,Male,White,Alfred Thomas 
U.S. Court of Appeals,Male,African American,Clarence Thomas 
U.S. District Court,Male,White,Daniel Thomas 
U.S. District Court,Male,White,Edward Thomas 
U.S. District Court,Male,White,Edwin Thomas 
U.S. Court of Appeals,Male,White,Seth Thomas 
U.S. Court of Appeals,Male,White,Sidney Thomas 
U.S. District Court,Male,White,William Thomas 
U.S. District Court,Male,White,Robert Thomason 
U.S. District Court,Male,White,Albert Thompson 
U.S. District Court,Male,African American,Alvin Thompson 
U.S. District Court,Female,African American,Anne Thompson 
U.S. District Court,Male,White,Bruce Thompson 
U.S. Court of Appeals,Male,White,David Thompson 
U.S. District Court,Male,White,Gordon ThompsonJr.
U.S. District Court,Male,White,Joseph Thompson 
U.S. District Court,Male,African American,Myron Thompson 
U.S. Court of Appeals,Female,African American,Ojetta Thompson 
U.S. District Court,Male,White,Ralph Thompson 
U.S. District Court,Male,White,Roby Thompson 
Supreme Court,Male,White,Smith Thompson 
U.S. District Court,Male,White,Roszel Thomsen 
U.S. District Court,Male,White,W. Thomson 
U.S. District Court,Male,White,William Thornberry 
U.S. District Court,Male,White,Lacy Thornburg 
U.S. District Court,Male,White,Thomas Thornton 
U.S. District Court,Male,White,Thomas ThrashJr.
U.S. District Court,Male,White,George Tidwell 
U.S. District Court,Male,White,Jon Tigar 
U.S. District Court,Male,White,Norwood TilleyJr.
U.S. District Court,Male,White,William Tilson 
U.S. District Court,Male,White,William Timbers 
U.S. District Court,Male,White,Robert Timlin 
U.S. District Court,Male,White,George TimmermanSr.
U.S. District Court,Male,White,John Tinder 
U.S. District Court,Male,White,Roger Titus 
U.S. District Court,Male,White,Gerald Tjoflat 
U.S. District Court,Male,White,James Todd 
Supreme Court,Male,White,Thomas Todd 
U.S. District Court,Male,Hispanic,Jos‚ Toledo 
U.S. District Court,Male,White,Ernest Tolin 
U.S. District Court,Male,White,Philip Tone 
U.S. District Court,Female,African American/Hispanic,Analisa Torres 
U.S. District Court,Male,White,Ernest Torres 
U.S. District Court,Female,White,Nancy Torresen 
U.S. District Court,Male,Hispanic,Juan Torruella 
U.S. District Court,Male,White,Eric Tostrud
U.S. District Court,Female,White,Amy Totenberg 
U.S. District Court,Male,White,Harry Toulmin 
U.S. District Court,Female,African American,Sandra Townes 
U.S. District Court,Male,White,William Townsend 
U.S. District Court,Male,White,David Trager 
U.S. Court of Appeals,Male,White,Ozell Trask 
U.S. District Court,Female,White,Aleta Trauger 
U.S. District Court,Male,White,Anthony Travia 
U.S. District Court,Male,White,William TraxlerJr.
U.S. District Court,Male,White,Daniel Traynor
U.S. District Court,Male,White,Marc Treadwell 
U.S. Court of Appeals,Male,White,Walter Treanor 
U.S. District Court,Male,White,Samuel Treat 
U.S. District Court,Male,White,Samuel TreatJr.
U.S. District Court,Male,White,Anthony Trenga 
U.S. District Court,Male,White,Jacob Trieber 
U.S. District Court,Male,White,Connally Trigg 
U.S. District Court,Male,White,James TrimbleJr.
U.S. District Court,Male,White,Robert Trimble 
U.S. District Court,Male,White,Thomas TrimbleIII
U.S. District Court,Male,White,Oscar Trippet 
U.S. Court of Appeals,Male,White,Stephen Trott 
U.S. District Court,Male,White,Robert Troup 
U.S. District Court,Male,White,E[manuel] Troutman 
U.S. District Court,Male,White,Michael Truncale
U.S. District Court,Male,White,John Tuchi 
U.S. District Court,Female,African American,Petrese Tucker 
U.S. District Court,Male,White,St. George Tucker 
U.S. District Court,Male,White,John Tunheim 
U.S. District Court,Male,White,James Turk 
U.S. District Court,Male,White,Ezekiel Turner 
U.S. District Court,Male,White,Jerome Turner 
U.S. District Court,Male,White,Howard Turrentine 
U.S. District Court,Male,White,Arthur Tuttle 
U.S. Court of Appeals,Male,White,Elbert Tuttle 
U.S. District Court,Male,White,Harold TylerJr.
U.S. District Court,Male,White,John Tyler 
U.S. Court of Appeals,Male,White,Timothy Tymkovich 
U.S. District Court,Male,African American,Ralph Tyson 
U.S. District Court,Male,White,Stefan Underhill 
U.S. District Court,Male,White,Emory Underwood 
U.S. District Court,Male,White,John Underwood 
U.S. District Court,Male,White,Mell Underwood 
U.S. District Court,Female,White,Ursula Ungaro 
U.S. District Court,Male,White,Green Unthank 
U.S. District Court,Male,White,Michael Urbanski 
U.S. District Court,Male,Hispanic,Ricardo Urbina 
U.S. District Court,Male,White,Warren Urbom 
U.S. District Court,Male,White,Franklin Van Antwerpen 
U.S. District Court,Male,White,Joseph Van Bokkelen 
U.S. District Court,Male,White,Francis Van Dusen 
U.S. District Court,Male,White,William Van Fleet 
U.S. Court of Appeals,Male,White,Ellsworth Van Graafeiland 
U.S. District Court,Male,White,William Van Ness 
U.S. Court of Appeals,Male,White,Martin Van Oosterhout 
U.S. Court of Appeals,Male,White,Josiah Van Orsdel 
U.S. District Court,Male,White,Robert Van Pelt 
U.S. District Court,Male,White,Bruce Van Sickle 
U.S. District Court,Male,White,Frederick Van Sickle 
U.S. District Court,Male,White,Gregory Van Tatenhove 
U.S. District Court,Male,White,Arba Van Valkenburgh 
U.S. District Court,Male,White,Donald VanArtsdalen 
U.S. District Court,Male,White,Thomas Vanaskie 
U.S. District Court,Male,White,G[eorge] VanBebber 
U.S. Court of Appeals,Male,White,Robert Vance 
U.S. District Court,Female,White,Sarah Vance 
U.S. Court of Appeals,Male,White,Lawrence VanDyke
U.S. District Court,Male,White,Thomas Varlan 
U.S. District Court,Male,White,Robert Varner 
U.S. District Court,Male,White,Edgar Vaught 
U.S. District Court,Male,Hispanic/White,John Vazquez 
U.S. District Court,Female,Hispanic,Martha V zquez 
U.S. District Court,Male,White,Van Veeder 
U.S. District Court,Male,Hispanic,Filemon Vela 
U.S. District Court,Male,White,Earl Veron 
U.S. District Court,Male,White,Harold Vietor 
U.S. District Court,Male,White,Jeffrey Viken 
U.S. District Court,Male,White,Lawrence Vilardo 
U.S. District Court,Male,White,Robert ViningJr.
U.S. District Court,Male,White,Clyde Vinson 
U.S. Court of Appeals,Male,White,Frederick Vinson 
U.S. District Court,Male,White,Eric Vitaliano 
U.S. District Court,Female,White,Wendy Vitter
U.S. District Court,Male,White,Charles Vogel 
U.S. District Court,Male,White,Frank Volk
U.S. District Court,Male,White,Richard VollmerJr.
U.S. District Court,Male,White,James von der Heydt 
U.S. District Court,Male,White,Donald Voorhees 
U.S. District Court,Male,White,Richard Voorhees 
U.S. District Court,Female,White,Kathryn Vratil 
U.S. District Court,Male,White,John VukasinJr.
U.S. District Court,Female,White,Mary Vyskocil
U.S. District Court,Male,White,Edmund WaddillJr.
U.S. District Court,Male,White,Clark Waddoups 
U.S. District Court,Male,African American,Joseph Waddy 
U.S. District Court,Male,White,Martin Wade 
Supreme Court,Male,White,Morrison Waite 
U.S. District Court,Male,White,Neil Wake 
U.S. Court of Appeals,Female,White,Patricia Wald 
U.S. District Court,Male,White,Jay Waldman 
U.S. District Court,Male,White,Leonard Wales 
U.S. District Court,Male,White,Nicholas WalinskiJr.
U.S. District Court,Male,White,John WalkerJr.
U.S. District Court,Male,White,Jonathan Walker 
U.S. District Court,Male,White,Justin Walker
U.S. District Court,Male,White,Lance Walker
U.S. District Court,Male,White,Mark Walker 
U.S. Court of Appeals,Male,White,Richard Walker 
U.S. District Court,Male,White,Thomas Walker 
U.S. District Court,Male,White,Vaughn Walker 
U.S. District Court,Male,White,John Wallace 
U.S. District Court,Male,White,William Wallace 
U.S. District Court,Male,White,William Wallace 
U.S. District Court,Male,White,Curtis Waller 
U.S. District Court,Male,African American,William Walls 
U.S. District Court,Male,White,James Walsh 
U.S. District Court,Male,White,Lawrence Walsh 
U.S. District Court,Male,White,Leonard Walsh 
U.S. District Court,Male,White,Donald Walter 
U.S. District Court,Male,White,John Walter 
U.S. District Court,Male,African American,Reggie Walton 
U.S. District Court,Male,White,Harris Wangelin 
U.S. District Court,Male,White,Oliver Wanger 
U.S. District Court,Male,White,George Wanty 
U.S. District Court,Male,White,Hiram Ward 
U.S. District Court,Male,African American,Horace Ward 
U.S. District Court,Male,White,Robert Ward 
U.S. District Court,Male,White,T. Ward 
U.S. District Court,Female,Hispanic,Kim Wardlaw 
U.S. District Court,Male,White,Ashur Ware 
U.S. District Court,Male,African American,James Ware 
U.S. District Court,Male,White,Julius Waring 
U.S. District Court,Male,White,Wilson Warlick 
Supreme Court,Male,White,Earl Warren 
U.S. District Court,Male,White,Robert Warren 
U.S. District Court,Male,White,David Warriner 
Supreme Court,Male,White,Bushrod Washington 
U.S. Court of Appeals,Male,White,George Washington 
U.S. Court of Appeals,Male,White,Sterry Waterman 
U.S. District Court,Male,White,H[ugh] Waters 
U.S. District Court,Male,White,Laughlin WatersSr.
U.S. Court of Appeals,Male,African American,Paul Watford 
U.S. District Court,Male,White,Harry Watkins 
U.S. District Court,Male,White,Henry Watkins 
U.S. District Court,Male,White,Robert Watkins 
U.S. District Court,Male,White,William Watkins 
U.S. District Court,Male,White,John Watrous 
U.S. District Court,Male,White,Albert Watson 
U.S. District Court,Male,Asian American/Pacific Islander,Derrick Watson 
U.S. District Court,Male,White,Michael Watson 
U.S. District Court,Female,White,Susan Watters 
U.S. District Court,Male,White,Luther Way 
Supreme Court,Male,White,James Wayne 
U.S. District Court,Male,White,Edwin Webb 
U.S. District Court,Male,White,Nathan Webb 
U.S. District Court,Male,White,Rodney Webb 
U.S. District Court,Male,White,E. Webber 
U.S. District Court,Male,White,Gerald Weber 
U.S. District Court,Male,White,Herman Weber 
U.S. District Court,Male,White,Randolph Weber 
U.S. District Court,Male,White,John Webster 
U.S. District Court,Male,White,William Webster 
U.S. District Court,Male,White,Paul Weick 
U.S. District Court,Male,White,Stanley Weigel 
U.S. District Court,Male,White,Jacob Weinberger 
U.S. District Court,Male,White,Charles Weiner 
U.S. District Court,Male,White,Edward Weinfeld 
U.S. District Court,Male,White,Carl Weinman 
U.S. District Court,Female,White,Zita Weinshienk 
U.S. District Court,Male,White,Jack Weinstein 
U.S. District Court,Male,White,Joseph WeisJr.
U.S. District Court,Male,White,Martin Welker 
U.S. District Court,Male,White,Olin Wellborn 
U.S. District Court,Male,White,Harry Wellford 
U.S. District Court,Female,White,Lesley Wells 
U.S. District Court,Male,White,Robert Wells 
U.S. District Court,Male,White,George Welsh 
U.S. District Court,Male,White,Martin Welsh 
U.S. District Court,Male,White,Peter Welte
U.S. District Court,Male,White,Henry Werker 
U.S. District Court,Male,White,Ewing WerleinJr.
U.S. Court of Appeals,Male,White,Richard Wesley 
U.S. District Court,Male,White,DuVal West 
U.S. District Court,Male,White,Elmer West 
U.S. District Court,Male,White,Lee West 
U.S. District Court,Male,White,Roger West 
U.S. District Court,Male,White,Samuel West 
U.S. District Court,Male,White,David Westenhaver 
U.S. District Court,Male,White,Harry Westover 
U.S. District Court,Male,White,T. WetherellII
U.S. District Court,Male,White,Leonard Wexler 
U.S. District Court,Male,White,Robert Whaley 
U.S. District Court,Male,White,Fred Wham 
U.S. District Court,Male,White,Alfred Wheat 
U.S. District Court,Male,White,Hoyt Wheeler 
U.S. District Court,Male,White,Francis Whelan 
U.S. District Court,Male,White,Thomas Whelan 
U.S. District Court,Male,White,Dean Whipple 
U.S. District Court,Male,White,Lawrence Whipple 
U.S. District Court,Male,White,Albert White 
Supreme Court,Male,White,Byron White 
Supreme Court,Male,White,Edward White 
U.S. District Court,Male,African American,George White 
U.S. Court of Appeals,Female,White,Helene White 
U.S. District Court,Male,White,Jeffrey White 
U.S. District Court,Male,White,Ronald White 
U.S. District Court,Male,African American,Ronnie White 
U.S. District Court,Male,White,William White 
U.S. District Court,Male,White,George Whitehurst 
U.S. District Court,Male,White,Frank Whitney 
U.S. District Court,Male,White,Edward Whitson 
U.S. District Court,Male,White,Charles Whittaker 
U.S. District Court,Male,White,James Whittemore 
U.S. District Court,Male,White,Ronald Whyte 
U.S. District Court,Female,White,Veronica Wicker 
U.S. District Court,Male,White,Hiram WidenerJr.
U.S. Court of Appeals,Male,White,Jacques WienerJr.
U.S. District Court,Male,White,Robert Wier
U.S. District Court,Female,African American,Susan Wigenton 
U.S. Court of Appeals,Male,White,Charles Wiggins 
U.S. Court of Appeals,Male,White,Curtis Wilbur 
U.S. District Court,Male,White,Henry WilhoitJr.
U.S. District Court,Female,White,Claudia Wilken 
U.S. District Court,Male,White,James Wilkerson 
U.S. Court of Appeals,Male,White,Malcolm Wilkey 
U.S. District Court,Male,White,Robert Wilkin 
U.S. District Court,Male,White,Philip Wilkins 
U.S. District Court,Male,African American,Robert Wilkins 
U.S. District Court,Male,White,Ross Wilkins 
U.S. District Court,Male,White,William Wilkins 
U.S. District Court,Male,White,William Wilkins 
U.S. Court of Appeals,Male,White,James WilkinsonIII
U.S. District Court,Male,White,Hubert Will 
U.S. District Court,Male,White,Charles Willard 
U.S. Court of Appeals,Male,White,Don Willett
U.S. District Court,Male,African American,Alexander WilliamsJr.
U.S. District Court,Female,African American,Ann Williams 
U.S. District Court,Male,White,Archibald Williams 
U.S. District Court,Male,White,Ashton Williams 
U.S. District Court,Male,White,Charles Williams
U.S. District Court,Male,African American,David Williams 
U.S. District Court,Male,White,Glen Williams 
U.S. Court of Appeals,Male,White,Jerre Williams 
U.S. District Court,Male,White,John Williams 
U.S. Court of Appeals,Female,White,Karen Williams 
U.S. District Court,Female,White,Kathleen Williams 
U.S. District Court,Male,White,Paul Williams 
U.S. District Court,Male,White,Richard Williams 
U.S. District Court,Male,White,Robert Williams 
U.S. District Court,Male,White,Spencer Williams 
U.S. Court of Appeals,Male,White,Stephen Williams 
U.S. District Court,Male,White,Hiram Willson 
U.S. District Court,Male,White,Joseph Willson 
U.S. District Court,Male,White,Billy Wilson 
U.S. Court of Appeals,Male,African American,Charles Wilson 
U.S. District Court,Male,White,Frank Wilson 
Supreme Court,Male,White,James Wilson 
U.S. District Court,Male,White,James Wilson 
U.S. District Court,Female,White,Jennifer Wilson
U.S. District Court,Male,White,Samuel Wilson 
U.S. Court of Appeals,Male,White,Scott Wilson 
U.S. District Court,Male,White,Stephen Wilson 
U.S. District Court,Male,African American,Brian Wimes 
U.S. District Court,Male,White,Joel Winch 
U.S. District Court,Male,White,James Winchester 
U.S. District Court,Male,White,David Winder 
U.S. District Court,Male,White,Francis Wing 
U.S. District Court,Male,African American,Henry Wingate 
U.S. District Court,Male,White,B. Winmill 
U.S. District Court,Male,White,Fred Winner 
U.S. District Court,Male,White,Francis Winslow 
U.S. District Court,Male,White,Allen Winsor
U.S. District Court,Male,White,Harrison Winter 
U.S. Court of Appeals,Male,White,Ralph WinterJr.
U.S. Court of Appeals,Male,White,John Wisdom 
U.S. District Court,Male,White,Henry Wise 
U.S. District Court,Male,White,Thomas WisemanJr.
U.S. District Court,Male,White,Solomon Withey 
U.S. District Court,Male,White,Charles Witmer 
U.S. District Court,Male,White,Mark Wolf 
U.S. District Court,Female,White,Elizabeth Wolford 
U.S. District Court,Female,White,Freda Wolfson 
U.S. District Court,Male,White,Alfred Wolin 
U.S. District Court,Male,White,Charles Wolle 
U.S. District Court,Male,White,Albert Wollenberg 
U.S. Court of Appeals,Male,White,Roger Wollman 
U.S. District Court,Male,White,Joshua Wolson
U.S. District Court,Male,White,Charles Wolverton 
U.S. District Court,Male,Asian American,Dick Wong 
U.S. District Court,Female,African American,Andrea Wood 
U.S. Court of Appeals,Female,White,Diane Wood 
U.S. District Court,Male,White,Harlington WoodJr.
U.S. District Court,Male,White,Harold Wood 
U.S. District Court,Male,White,John WoodJr.
U.S. District Court,Female,White,Kimba Wood 
U.S. District Court,Female,White,Lisa Wood 
Supreme Court,Male,White,Levi Woodbury 
U.S. Court of Appeals,Male,White,Peter Woodbury 
U.S. District Court,Male,White,John WoodcockJr.
U.S. District Court,Male,White,Douglas Woodlock 
U.S. District Court,Male,White,Joseph Woodrough 
U.S. Court of Appeals,Male,White,Charles Woods 
U.S. District Court,Male,White,George Woods 
U.S. District Court,Male,African American,Gregory WoodsIII
U.S. District Court,Male,White,Henry Woods 
U.S. District Court,Male,White,William Woods 
U.S. District Court,Male,White,Charles Woodward 
U.S. District Court,Male,White,Halbert Woodward 
U.S. Court of Appeals,Male,White,Victor Woolley 
U.S. District Court,Male,White,John Woolsey 
U.S. District Court,Male,White,John Woolson 
U.S. District Court,Male,White,Terry Wooten 
U.S. District Court,Male,White,Reynier WortendykeJr.
U.S. District Court,Male,White,Caleb Wright 
U.S. District Court,Male,White,Daniel Wright 
U.S. Court of Appeals,Male,White,Eugene Wright 
U.S. District Court,Male,White,James Wright 
U.S. District Court,Male,African American,Otis WrightII
U.S. District Court,Male,White,Scott Wright 
U.S. District Court,Female,White,Susan Wright 
U.S. District Court,Female,African American,Wilhelmina Wright 
U.S. District Court,Male,Asian American,George Wu 
U.S. District Court,Male,White,Inzer Wyatt 
U.S. District Court,Male,White,Charles Wyche 
U.S. District Court,Male,White,Andrew Wylie 
U.S. District Court,Male,White,Alfred Wyman 
U.S. Court of Appeals,Male,African American,James WynnJr.
U.S. District Court,Male,White,Patrick Wyrick
U.S. District Court,Male,White,Charles WyzanskiJr.
U.S. District Court,Female,White,Paula Xinis 
U.S. District Court,Female,African American,Staci Yandle 
U.S. District Court,Male,White,Leon Yankwich 
U.S. District Court,Male,White,Earl YeakelIII
U.S. District Court,Male,White,William YohnJr.
U.S. District Court,Male,White,Frank Youmans 
U.S. District Court,Male,White,Don Young 
U.S. District Court,Male,White,George Young 
U.S. District Court,Male,White,Gordon Young 
U.S. District Court,Male,White,James Young 
U.S. District Court,Male,White,Joseph Young 
U.S. District Court,Male,White,Richard Young 
U.S. District Court,Male,White,William Young 
U.S. District Court,Male,White,Luther Youngdahl 
U.S. District Court,Male,African American,John Younge
U.S. District Court,Male,White,James Zagel 
U.S. District Court,Male,White,Jay Zainey 
U.S. District Court,Male,White,Robert Zampano 
U.S. District Court,Male,Hispanic,Frank Zapata 
U.S. District Court,Male,White,Lawrence Zatkoff 
U.S. District Court,Male,White,Joseph Zavatt 
U.S. District Court,Male,White,Donald Ziegler 
U.S. District Court,Male,White,Thomas Zilly 
U.S. District Court,Female,White,Jennifer Zipps 
U.S. District Court,Male,White,Alfonso Zirpoli 
U.S. District Court,Male,White,William Zloch 
U.S. District Court,Female,White,Rya Zobel 
U.S. District Court,Male,White,Jack Zouhary 
